"","value","Year","IZCode","IZName","CPP","Indicator","Type"
"3102",5.81,"2013/14-2015/16","S02001301","Howe of Alford","Aberdeenshire","Attainment","Raw"
"3103",5.69,"2013/14-2015/16","S02001312","Balmedie and Potterton","Aberdeenshire","Attainment","Raw"
"3104",5.58,"2013/14-2015/16","S02001311","Newmachar and Fintray","Aberdeenshire","Attainment","Raw"
"3105",5.82,"2013/14-2015/16","S02001314","Ellon West","Aberdeenshire","Attainment","Raw"
"3106",5.6,"2013/14-2015/16","S02001313","Ellon East","Aberdeenshire","Attainment","Raw"
"3107",5.95,"2013/14-2015/16","S02001308","Westhill North and South","Aberdeenshire","Attainment","Raw"
"3108",5.59,"2013/14-2015/16","S02001307","Blackburn","Aberdeenshire","Attainment","Raw"
"3109",5.72,"2013/14-2015/16","S02001310","Garlogie and Elrick","Aberdeenshire","Attainment","Raw"
"3110",5.79,"2013/14-2015/16","S02001309","Westhill Central","Aberdeenshire","Attainment","Raw"
"3111",5.74,"2013/14-2015/16","S02001352","Arbroath Keptie","Angus","Attainment","Raw"
"3112",5.41,"2013/14-2015/16","S02001351","Arbroath Kirkton","Angus","Attainment","Raw"
"3113",5.1,"2013/14-2015/16","S02001354","Arbroath Cliffburn","Angus","Attainment","Raw"
"3114",5.12,"2013/14-2015/16","S02001353","Arbroath Harbour","Angus","Attainment","Raw"
"3115",5.35,"2013/14-2015/16","S02001348","Carnoustie West","Angus","Attainment","Raw"
"3116",5.84,"2013/14-2015/16","S02001347","Monifieth East","Angus","Attainment","Raw"
"3117",5.79,"2013/14-2015/16","S02001350","Arbroath Landward","Angus","Attainment","Raw"
"3118",5.61,"2013/14-2015/16","S02001349","Carnoustie East","Angus","Attainment","Raw"
"3119",5.6,"2013/14-2015/16","S02001360","Friockheim","Angus","Attainment","Raw"
"3120",5.67,"2013/14-2015/16","S02001359","Hillside","Angus","Attainment","Raw"
"3121",5.54,"2013/14-2015/16","S02001362","Brechin West","Angus","Attainment","Raw"
"3122",5.29,"2013/14-2015/16","S02001361","Brechin East","Angus","Attainment","Raw"
"3123",5.51,"2013/14-2015/16","S02001356","Lunan","Angus","Attainment","Raw"
"3124",5.16,"2013/14-2015/16","S02001355","Arbroath Warddykes","Angus","Attainment","Raw"
"3125",5.57,"2013/14-2015/16","S02001358","Montrose North","Angus","Attainment","Raw"
"3126",5.36,"2013/14-2015/16","S02001357","Montrose South","Angus","Attainment","Raw"
"3127",4.66,"2013/14-2015/16","S02001336","Peterhead Harbour","Aberdeenshire","Attainment","Raw"
"3128",4.73,"2013/14-2015/16","S02001335","Peterhead Bay","Aberdeenshire","Attainment","Raw"
"3129",5.24,"2013/14-2015/16","S02001338","Longside and Rattray","Aberdeenshire","Attainment","Raw"
"3130",5.37,"2013/14-2015/16","S02001337","Peterhead Ugieside","Aberdeenshire","Attainment","Raw"
"3131",5.6,"2013/14-2015/16","S02001332","Auchnagatt","Aberdeenshire","Attainment","Raw"
"3132",5.32,"2013/14-2015/16","S02001331","Mintlaw","Aberdeenshire","Attainment","Raw"
"3133",5.19,"2013/14-2015/16","S02001334","Peterhead Links","Aberdeenshire","Attainment","Raw"
"3134",5.36,"2013/14-2015/16","S02001333","Cruden","Aberdeenshire","Attainment","Raw"
"3135",5.89,"2013/14-2015/16","S02001344","South Angus","Angus","Attainment","Raw"
"3136",4.58,"2013/14-2015/16","S02001343","Fraserburgh Harbour and Broadsea","Aberdeenshire","Attainment","Raw"
"3137",5.98,"2013/14-2015/16","S02001346","Monifieth West","Angus","Attainment","Raw"
"3138",5.8,"2013/14-2015/16","S02001345","Monikie","Angus","Attainment","Raw"
"3139",5.45,"2013/14-2015/16","S02001340","Fraserburgh Smiddyhill","Aberdeenshire","Attainment","Raw"
"3140",5.24,"2013/14-2015/16","S02001339","Rosehearty and Strathbeg","Aberdeenshire","Attainment","Raw"
"3141",5.14,"2013/14-2015/16","S02001342","Fraserburgh Central-Academy","Aberdeenshire","Attainment","Raw"
"3142",4.87,"2013/14-2015/16","S02001341","Fraserburgh Lochpots","Aberdeenshire","Attainment","Raw"
"3143",4.99,"2013/14-2015/16","S02001257","Torry West","Aberdeen City","Attainment","Raw"
"3144",5.44,"2013/14-2015/16","S02001256","Cove North","Aberdeen City","Attainment","Raw"
"3145",5.22,"2013/14-2015/16","S02001259","Hanover South","Aberdeen City","Attainment","Raw"
"3146",4.88,"2013/14-2015/16","S02001258","Torry East","Aberdeen City","Attainment","Raw"
"3147",5,"2013/14-2015/16","S02001253","Kincorth, Leggart and Nigg North","Aberdeen City","Attainment","Raw"
"3148",5.91,"2013/14-2015/16","S02001252","Ferryhill South","Aberdeen City","Attainment","Raw"
"3149",5.66,"2013/14-2015/16","S02001255","Cove South","Aberdeen City","Attainment","Raw"
"3150",5.14,"2013/14-2015/16","S02001254","Kincorth, Leggart and Nigg South","Aberdeen City","Attainment","Raw"
"3151",4.66,"2013/14-2015/16","S02001265","Old Aberdeen","Aberdeen City","Attainment","Raw"
"3152",5.03,"2013/14-2015/16","S02001264","Seaton","Aberdeen City","Attainment","Raw"
"3153",4.77,"2013/14-2015/16","S02001267","Woodside","Aberdeen City","Attainment","Raw"
"3154",4.93,"2013/14-2015/16","S02001266","Tillydrone","Aberdeen City","Attainment","Raw"
"3155",5.44,"2013/14-2015/16","S02001261","George Street","Aberdeen City","Attainment","Raw"
"3156",4.69,"2013/14-2015/16","S02001260","Hanover North","Aberdeen City","Attainment","Raw"
"3157",4.85,"2013/14-2015/16","S02001263","Froghall, Powis and Sunnybank","Aberdeen City","Attainment","Raw"
"3158",5.34,"2013/14-2015/16","S02001262","Ashgrove","Aberdeen City","Attainment","Raw"
"3159",6.14,"2013/14-2015/16","S02001241","Braeside, Mannofield, Broomhill and Seafield South","Aberdeen City","Attainment","Raw"
"3160",5.91,"2013/14-2015/16","S02001240","Braeside, Mannofield, Broomhill and Seafield East","Aberdeen City","Attainment","Raw"
"3161",5.84,"2013/14-2015/16","S02001243","Hazlehead","Aberdeen City","Attainment","Raw"
"3162",6.09,"2013/14-2015/16","S02001242","Braeside, Mannofield, Broomhill and Seafield North","Aberdeen City","Attainment","Raw"
"3163",6.24,"2013/14-2015/16","S02001237","Cults, Bieldside and Milltimber West","Aberdeen City","Attainment","Raw"
"3164",5.74,"2013/14-2015/16","S02001236","Culter","Aberdeen City","Attainment","Raw"
"3165",5.1,"2013/14-2015/16","S02001239","Garthdee","Aberdeen City","Attainment","Raw"
"3166",6.42,"2013/14-2015/16","S02001238","Cults, Bieldside and Milltimber East","Aberdeen City","Attainment","Raw"
"3167",5.44,"2013/14-2015/16","S02001249","City Centre West","Aberdeen City","Attainment","Raw"
"3168",6.33,"2013/14-2015/16","S02001248","West End South","Aberdeen City","Attainment","Raw"
"3169",5.29,"2013/14-2015/16","S02001251","Ferryhill North","Aberdeen City","Attainment","Raw"
"3170",5.72,"2013/14-2015/16","S02001250","City Centre East","Aberdeen City","Attainment","Raw"
"3171",6.21,"2013/14-2015/16","S02001245","Midstocket","Aberdeen City","Attainment","Raw"
"3172",5.13,"2013/14-2015/16","S02001244","Summerhill","Aberdeen City","Attainment","Raw"
"3173",6.26,"2013/14-2015/16","S02001247","West End North","Aberdeen City","Attainment","Raw"
"3174",5.83,"2013/14-2015/16","S02001246","Rosemount","Aberdeen City","Attainment","Raw"
"3175",5.59,"2013/14-2015/16","S02001288","Mearns South and Benholm","Aberdeenshire","Attainment","Raw"
"3176",5.56,"2013/14-2015/16","S02001287","Mearns and Laurencekirk","Aberdeenshire","Attainment","Raw"
"3177",5.89,"2013/14-2015/16","S02001290","Fetteresso, Netherley and Catter","Aberdeenshire","Attainment","Raw"
"3178",5.61,"2013/14-2015/16","S02001289","Mearns North and Inverbervie","Aberdeenshire","Attainment","Raw"
"3179",5.71,"2013/14-2015/16","S02001284","Denmore","Aberdeen City","Attainment","Raw"
"3180",5.86,"2013/14-2015/16","S02001283","Balgownie and Donmouth East","Aberdeen City","Attainment","Raw"
"3181",5.88,"2013/14-2015/16","S02001286","Aboyne and South Deeside","Aberdeenshire","Attainment","Raw"
"3182",5.42,"2013/14-2015/16","S02001285","East Cairngorms","Aberdeenshire","Attainment","Raw"
"3183",5.8,"2013/14-2015/16","S02001296","Dunecht, Durris and Drumoak","Aberdeenshire","Attainment","Raw"
"3184",5.43,"2013/14-2015/16","S02001295","Banchory-Devenick and Findon","Aberdeenshire","Attainment","Raw"
"3185",6.19,"2013/14-2015/16","S02001298","Banchory West","Aberdeenshire","Attainment","Raw"
"3186",6.05,"2013/14-2015/16","S02001297","Banchory East","Aberdeenshire","Attainment","Raw"
"3187",5.92,"2013/14-2015/16","S02001292","Stonehaven North","Aberdeenshire","Attainment","Raw"
"3188",5.77,"2013/14-2015/16","S02001291","Stonehaven South","Aberdeenshire","Attainment","Raw"
"3189",5.78,"2013/14-2015/16","S02001294","Portlethen","Aberdeenshire","Attainment","Raw"
"3190",5.69,"2013/14-2015/16","S02001293","Newtonhill","Aberdeenshire","Attainment","Raw"
"3191",4.67,"2013/14-2015/16","S02001273","Northfield","Aberdeen City","Attainment","Raw"
"3192",4.65,"2013/14-2015/16","S02001272","Cummings Park","Aberdeen City","Attainment","Raw"
"3193",6,"2013/14-2015/16","S02001275","Kingswells","Aberdeen City","Attainment","Raw"
"3194",4.71,"2013/14-2015/16","S02001274","Heathryfold and Middlefield","Aberdeen City","Attainment","Raw"
"3195",5.22,"2013/14-2015/16","S02001269","Stockethill","Aberdeen City","Attainment","Raw"
"3196",5.48,"2013/14-2015/16","S02001268","Hilton","Aberdeen City","Attainment","Raw"
"3197",5.07,"2013/14-2015/16","S02001271","Sheddocksley","Aberdeen City","Attainment","Raw"
"3198",4.98,"2013/14-2015/16","S02001270","Mastrick","Aberdeen City","Attainment","Raw"
"3199",5.78,"2013/14-2015/16","S02001280","Oldmachar West","Aberdeen City","Attainment","Raw"
"3200",5.69,"2013/14-2015/16","S02001279","Danestone","Aberdeen City","Attainment","Raw"
"3201",5.49,"2013/14-2015/16","S02001282","Balgownie and Donmouth West","Aberdeen City","Attainment","Raw"
"3202",5.57,"2013/14-2015/16","S02001281","Oldmachar East","Aberdeen City","Attainment","Raw"
"3203",5.2,"2013/14-2015/16","S02001277","Bucksburn North","Aberdeen City","Attainment","Raw"
"3204",5.22,"2013/14-2015/16","S02001276","Bucksburn South","Aberdeen City","Attainment","Raw"
"3205",5.42,"2013/14-2015/16","S02001278","Dyce","Aberdeen City","Attainment","Raw"
"3206",5.47,"2013/14-2015/16","S02001447","Logie and Blackness","Dundee City","Attainment","Raw"
"3207",5.48,"2013/14-2015/16","S02001446","Perth Road","Dundee City","Attainment","Raw"
"3208",4.96,"2013/14-2015/16","S02001449","Docks and Wellgate","Dundee City","Attainment","Raw"
"3209",4.8,"2013/14-2015/16","S02001448","City Centre","Dundee City","Attainment","Raw"
"3210",5.52,"2013/14-2015/16","S02001443","Eastriggs","Dumfries and Galloway","Attainment","Raw"
"3211",5.14,"2013/14-2015/16","S02001442","Annan East","Dumfries and Galloway","Attainment","Raw"
"3212",6,"2013/14-2015/16","S02001445","Westend","Dundee City","Attainment","Raw"
"3213",5.15,"2013/14-2015/16","S02001444","Gretna","Dumfries and Galloway","Attainment","Raw"
"3214",4.94,"2013/14-2015/16","S02001455","Douglas West","Dundee City","Attainment","Raw"
"3215",5.66,"2013/14-2015/16","S02001454","Craigie and  Craigiebank","Dundee City","Attainment","Raw"
"3216",4.94,"2013/14-2015/16","S02001457","Douglas East","Dundee City","Attainment","Raw"
"3217",5.8,"2013/14-2015/16","S02001456","West Ferry","Dundee City","Attainment","Raw"
"3218",4.8,"2013/14-2015/16","S02001451","The Glens","Dundee City","Attainment","Raw"
"3219",4.81,"2013/14-2015/16","S02001450","Hilltown","Dundee City","Attainment","Raw"
"3220",5.45,"2013/14-2015/16","S02001453","Baxter Park","Dundee City","Attainment","Raw"
"3221",4.72,"2013/14-2015/16","S02001452","Stobswell","Dundee City","Attainment","Raw"
"3222",5.85,"2013/14-2015/16","S02001431","Nunholm","Dumfries and Galloway","Attainment","Raw"
"3223",5.34,"2013/14-2015/16","S02001430","Dumfries Central","Dumfries and Galloway","Attainment","Raw"
"3224",5.88,"2013/14-2015/16","S02001433","Heathhall","Dumfries and Galloway","Attainment","Raw"
"3225",5.36,"2013/14-2015/16","S02001432","Locharbriggs","Dumfries and Galloway","Attainment","Raw"
"3226",5.75,"2013/14-2015/16","S02001427","Kingholm","Dumfries and Galloway","Attainment","Raw"
"3227",5.7,"2013/14-2015/16","S02001426","New Abbey","Dumfries and Galloway","Attainment","Raw"
"3228",5.92,"2013/14-2015/16","S02001429","Georgetown","Dumfries and Galloway","Attainment","Raw"
"3229",5.95,"2013/14-2015/16","S02001428","Calside","Dumfries and Galloway","Attainment","Raw"
"3230",5.71,"2013/14-2015/16","S02001439","Annandale East","Dumfries and Galloway","Attainment","Raw"
"3231",5.83,"2013/14-2015/16","S02001438","Langholm and Eskdale","Dumfries and Galloway","Attainment","Raw"
"3232",5.26,"2013/14-2015/16","S02001441","Annan West","Dumfries and Galloway","Attainment","Raw"
"3233",5.44,"2013/14-2015/16","S02001440","Annandale West","Dumfries and Galloway","Attainment","Raw"
"3234",5.89,"2013/14-2015/16","S02001435","Lochmaben","Dumfries and Galloway","Attainment","Raw"
"3235",5.89,"2013/14-2015/16","S02001434","Collin","Dumfries and Galloway","Attainment","Raw"
"3236",5.74,"2013/14-2015/16","S02001437","Moffat","Dumfries and Galloway","Attainment","Raw"
"3237",5.59,"2013/14-2015/16","S02001436","Lockerbie","Dumfries and Galloway","Attainment","Raw"
"3238",5.44,"2013/14-2015/16","S02001478","Mauchline Rural","East Ayrshire","Attainment","Raw"
"3239",5.31,"2013/14-2015/16","S02001477","Doon Valley North","East Ayrshire","Attainment","Raw"
"3240",5.64,"2013/14-2015/16","S02001480","Mauchline","East Ayrshire","Attainment","Raw"
"3241",5.29,"2013/14-2015/16","S02001479","Drongan","East Ayrshire","Attainment","Raw"
"3242",4.72,"2013/14-2015/16","S02001474","Ardler and St Marys","Dundee City","Attainment","Raw"
"3243",4.59,"2013/14-2015/16","S02001473","Lochee","Dundee City","Attainment","Raw"
"3244",5,"2013/14-2015/16","S02001476","Doon Valley South","East Ayrshire","Attainment","Raw"
"3245",5.82,"2013/14-2015/16","S02001475","Western Edge","Dundee City","Attainment","Raw"
"3246",5.89,"2013/14-2015/16","S02001486","Northern and Irvine Valley Rural","East Ayrshire","Attainment","Raw"
"3247",5.07,"2013/14-2015/16","S02001485","Auchinleck","East Ayrshire","Attainment","Raw"
"3248",5.74,"2013/14-2015/16","S02001488","Stewarton West","East Ayrshire","Attainment","Raw"
"3249",5.7,"2013/14-2015/16","S02001487","Stewarton East","East Ayrshire","Attainment","Raw"
"3250",5.17,"2013/14-2015/16","S02001482","New Cumnock","East Ayrshire","Attainment","Raw"
"3251",5.32,"2013/14-2015/16","S02001481","Cumnock Rural","East Ayrshire","Attainment","Raw"
"3252",5.49,"2013/14-2015/16","S02001484","Cumnock North","East Ayrshire","Attainment","Raw"
"3253",5.42,"2013/14-2015/16","S02001483","Cumnock South and Craigens","East Ayrshire","Attainment","Raw"
"3254",5.06,"2013/14-2015/16","S02001463","Fintry","Dundee City","Attainment","Raw"
"3255",4.63,"2013/14-2015/16","S02001462","Whitfield","Dundee City","Attainment","Raw"
"3256",4.97,"2013/14-2015/16","S02001465","Caird Park","Dundee City","Attainment","Raw"
"3257",4.54,"2013/14-2015/16","S02001464","Linlathen and Midcraigie","Dundee City","Attainment","Raw"
"3258",6,"2013/14-2015/16","S02001459","Broughty Ferry East","Dundee City","Attainment","Raw"
"3259",5.99,"2013/14-2015/16","S02001458","Broughty Ferry West","Dundee City","Attainment","Raw"
"3260",5.72,"2013/14-2015/16","S02001461","West Pitkerro","Dundee City","Attainment","Raw"
"3261",5.98,"2013/14-2015/16","S02001460","Barnhill","Dundee City","Attainment","Raw"
"3262",5.67,"2013/14-2015/16","S02001470","Balgay","Dundee City","Attainment","Raw"
"3263",4.91,"2013/14-2015/16","S02001469","Law","Dundee City","Attainment","Raw"
"3264",5.1,"2013/14-2015/16","S02001472","Charleston","Dundee City","Attainment","Raw"
"3265",5.05,"2013/14-2015/16","S02001471","Menzieshill","Dundee City","Attainment","Raw"
"3266",5.38,"2013/14-2015/16","S02001467","Downfield","Dundee City","Attainment","Raw"
"3267",4.9,"2013/14-2015/16","S02001466","Kirkton","Dundee City","Attainment","Raw"
"3268",5.34,"2013/14-2015/16","S02001468","Fairmuir","Dundee City","Attainment","Raw"
"3269",5.79,"2013/14-2015/16","S02001384","Cowal North","Argyll and Bute","Attainment","Raw"
"3270",5.41,"2013/14-2015/16","S02001383","Cowal South","Argyll and Bute","Attainment","Raw"
"3271",5.59,"2013/14-2015/16","S02001386","Dunoon","Argyll and Bute","Attainment","Raw"
"3272",5.41,"2013/14-2015/16","S02001385","Hunter's Quay","Argyll and Bute","Attainment","Raw"
"3273",5.18,"2013/14-2015/16","S02001380","Campbeltown","Argyll and Bute","Attainment","Raw"
"3274",5.62,"2013/14-2015/16","S02001379","Kintyre Trail","Argyll and Bute","Attainment","Raw"
"3275",5.23,"2013/14-2015/16","S02001382","Rothesay Town","Argyll and Bute","Attainment","Raw"
"3276",5.76,"2013/14-2015/16","S02001381","Bute","Argyll and Bute","Attainment","Raw"
"3277",5.94,"2013/14-2015/16","S02001392","Lomond Shore","Argyll and Bute","Attainment","Raw"
"3278",5.51,"2013/14-2015/16","S02001391","Helensburgh East","Argyll and Bute","Attainment","Raw"
"3279",5.11,"2013/14-2015/16","S02001394","Tullibody North and Glenochil","Clackmannanshire","Attainment","Raw"
"3280",5.36,"2013/14-2015/16","S02001393","Tullibody South","Clackmannanshire","Attainment","Raw"
"3281",5.99,"2013/14-2015/16","S02001388","Helensburgh West and Rhu","Argyll and Bute","Attainment","Raw"
"3282",5.54,"2013/14-2015/16","S02001387","Garelochhead","Argyll and Bute","Attainment","Raw"
"3283",5.55,"2013/14-2015/16","S02001390","Helensburgh Centre","Argyll and Bute","Attainment","Raw"
"3284",5.87,"2013/14-2015/16","S02001389","Helensburgh North","Argyll and Bute","Attainment","Raw"
"3285",5.63,"2013/14-2015/16","S02001368","Kirriemuir","Angus","Attainment","Raw"
"3286",5.7,"2013/14-2015/16","S02001367","Kirriemuir Landward","Angus","Attainment","Raw"
"3287",5.79,"2013/14-2015/16","S02001370","Mull, Iona, Coll and Tiree","Argyll and Bute","Attainment","Raw"
"3288",5.86,"2013/14-2015/16","S02001369","Angus Glens","Angus","Attainment","Raw"
"3289",5.5,"2013/14-2015/16","S02001364","Forfar East","Angus","Attainment","Raw"
"3290",5.68,"2013/14-2015/16","S02001363","Letham and Glamis","Angus","Attainment","Raw"
"3291",5.33,"2013/14-2015/16","S02001366","Forfar West","Angus","Attainment","Raw"
"3292",5.1,"2013/14-2015/16","S02001365","Forfar Central","Angus","Attainment","Raw"
"3293",5.54,"2013/14-2015/16","S02001376","Greater Lochgilphead","Argyll and Bute","Attainment","Raw"
"3294",5.69,"2013/14-2015/16","S02001375","Mid Argyll","Argyll and Bute","Attainment","Raw"
"3295",5.73,"2013/14-2015/16","S02001378","Whisky Isles","Argyll and Bute","Attainment","Raw"
"3296",5.6,"2013/14-2015/16","S02001377","Knapdale","Argyll and Bute","Attainment","Raw"
